icd_verstion,icd_code,long_title,ICD9_Code,ICD10,ICD10_Root,ICD10_Root_title
10,S301XXA,"Contusion of abdominal wall, initial encounter",,S30.1XXA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S301XXD,"Contusion of abdominal wall, subsequent encounter",,S30.1XXD,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3021XA,"Contusion of penis, initial encounter",,S30.21XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3022XA,"Contusion of scrotum and testes, initial encounter",,S30.22XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3023XA,"Contusion of vagina and vulva, initial encounter",,S30.23XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S303XXA,"Contusion of anus, initial encounter",,S30.3XXA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30810A,"Abrasion of lower back and pelvis, initial encounter",,S30.810A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30811A,"Abrasion of abdominal wall, initial encounter",,S30.811A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30812A,"Abrasion of penis, initial encounter",,S30.812A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30813A,"Abrasion of scrotum and testes, initial encounter",,S30.813A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30814A,"Abrasion of vagina and vulva, initial encounter",,S30.814A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30814D,"Abrasion of vagina and vulva, subsequent encounter",,S30.814D,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30817A,"Abrasion of anus, initial encounter",,S30.817A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30817D,"Abrasion of anus, subsequent encounter",,S30.817D,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30820A,"Blister (nonthermal) of lower back and pelvis, initial encounter",,S30.820A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30821A,"Blister (nonthermal) of abdominal wall, initial encounter",,S30.821A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30860A,"Insect bite (nonvenomous) of lower back and pelvis, initial encounter",,S30.860A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S30861A,"Insect bite (nonvenomous) of abdominal wall, initial encounter",,S30.861A,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3091XA,"Unspecified superficial injury of lower back and pelvis, initial encounter",,S30.91XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3092XA,"Unspecified superficial injury of abdominal wall, initial encounter",,S30.92XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3095XA,"Unspecified superficial injury of vagina and vulva, initial encounter",,S30.95XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,S3098XA,"Unspecified superficial injury of anus, initial encounter",,S30.98XA,S30,"Superficial injury of abdomen, lower back, pelvis and external genitals"
10,Q950,Balanced translocation and insertion in normal individual,,Q95.0,Q95,"Balanced rearrangements and structural markers, not elsewhere classified"
10,Q951,Chromosome inversion in normal individual,,Q95.1,Q95,"Balanced rearrangements and structural markers, not elsewhere classified"
10,Q959,"Balanced rearrangement and structural marker, unspecified",,Q95.9,Q95,"Balanced rearrangements and structural markers, not elsewhere classified"
9,7520,Anomalies of ovaries,752.0,Q50.01,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
9,75211,Embryonic cyst of fallopian tubes and broad ligaments,752.11,Q50.4,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
9,75219,Other anomalies of fallopian tubes and broad ligaments,752.19,Q50.6,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
10,Q5001,"Congenital absence of ovary, unilateral",,Q50.01,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
10,N140,Analgesic nephropathy,,N14.0,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
10,N141,"Nephropathy induced by other drugs, medicaments and biological substances",,N14.1,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
10,N142,"Nephropathy induced by unspecified drug, medicament or biological substance",,N14.2,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
10,N143,Nephropathy induced by heavy metals,,N14.3,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
10,N144,"Toxic nephropathy, not elsewhere classified",,N14.4,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
9,V6283,Counseling for perpetrator of physical/sexual abuse,V62.83,Z69.021,Z69,Encounter for mental health services for victim and perpetrator of abuse
10,Z6911,Encounter for mental health services for victim of spousal or partner abuse,,Z69.11,Z69,Encounter for mental health services for victim and perpetrator of abuse
10,X748XXA,"Intentional self-harm by other firearm discharge, initial encounter",,X74.8XXA,X74,Intentional self-harm by other and unspecified firearm and gun discharge
10,X749XXA,"Intentional self-harm by unspecified firearm discharge, initial encounter",,X74.9XXA,X74,Intentional self-harm by other and unspecified firearm and gun discharge
10,O68,Labor and delivery complicated by abnormality of fetal acid-base balance,,O68,O68,Labor and delivery complicated by abnormality of fetal acid-base balance
9,65631,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition",656.31,O68,O68,Labor and delivery complicated by abnormality of fetal acid-base balance
9,2730,Polyclonal hypergammaglobulinemia,273.0,D89.0,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,2732,Other paraproteinemias,273.2,D89.1,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,2794,Autoimmune disease nec,279.4,D89.9,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,2799,Unspecified disorder of immune mechanism,279.9,D89.9,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D890,Polyclonal hypergammaglobulinemia,,D89.0,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D891,Cryoglobulinemia,,D89.1,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D892,"Hypergammaglobulinemia, unspecified",,D89.2,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D893,Immune reconstitution syndrome,,D89.3,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D899,"Disorder involving the immune mechanism, unspecified",,D89.9,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27941,Autoimmune lymphoproliferative syndrome,279.41,D89.82,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27949,"Autoimmune disease, not elsewhere classified",279.49,D89.89,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27950,"Graft-versus-host disease, unspecified",279.50,D89.813,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27951,Acute graft-versus-host disease,279.51,D89.810,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27952,Chronic graft-versus-host disease,279.52,D89.811,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,27953,Acute on chronic graft-versus-host disease,279.53,D89.812,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D8940,"Mast cell activation, unspecified",,D89.40,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D8942,Idiopathic mast cell activation syndrome,,D89.42,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D8949,Other mast cell activation disorder,,D89.49,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D8982,Autoimmune lymphoproliferative syndrome [ALPS],,D89.82,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D8989,"Other specified disorders involving the immune mechanism, not elsewhere classified",,D89.89,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D89810,Acute graft-versus-host disease,,D89.810,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D89811,Chronic graft-versus-host disease,,D89.811,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D89812,Acute on chronic graft-versus-host disease,,D89.812,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
10,D89813,"Graft-versus-host disease, unspecified",,D89.813,D89,"Other disorders involving the immune mechanism, not elsewhere classified"
9,V029,"Pedestrian injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident",,V02.9,V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle
10,V0210XA,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",,V02.10XA,V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle
10,V0290XA,"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident, initial encounter",,V02.90XA,V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle
9,7132,Arthropathy associated with hematological disorders,713.2,M36.2,M36,Systemic disorders of connective tissue in diseases classified elsewhere
10,M360,Dermato(poly)myositis in neoplastic disease,,M36.0,M36,Systemic disorders of connective tissue in diseases classified elsewhere
10,M361,Arthropathy in neoplastic disease,,M36.1,M36,Systemic disorders of connective tissue in diseases classified elsewhere
10,M362,Hemophilic arthropathy,,M36.2,M36,Systemic disorders of connective tissue in diseases classified elsewhere
10,M368,Systemic disorders of connective tissue in other diseases classified elsewhere,,M36.8,M36,Systemic disorders of connective tissue in diseases classified elsewhere
10,R855,Abnormal microbiological findings in specimens from digestive organs and abdominal cavity,,R85.5,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
9,79671,Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US),796.71,R85.610,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
9,79673,Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL),796.73,R85.612,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
9,79674,Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL),796.74,R85.613,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
9,79675,Anal high risk human papillomavirus (HPV) DNA test positive,796.75,R85.81,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
10,R85613,High grade squamous intraepithelial lesion on cytologic smear of anus (HGSIL),,R85.613,R85,Abnormal findings in specimens from digestive organs and abdominal cavity
9,8460,Sprain of lumbosacral (joint) (ligament),846.0,S33.8XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,8461,Sprain of sacroiliac ligament,846.1,S33.6XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,8468,Sprain of other specified sites of sacroiliac region,846.8,S33.8XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,8469,Sprain of unspecified site of sacroiliac region,846.9,S33.9XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,8472,Sprain of lumbar,847.2,S33.5XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,8473,Sprain of sacrum,847.3,S33.8XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,83920,"Closed dislocation, lumbar vertebra",839.20,S33.101A,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,83941,"Closed dislocation, coccyx",839.41,S33.2XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,83942,"Closed dislocation, sacrum",839.42,S33.2XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S33101A,"Dislocation of unspecified lumbar vertebra, initial encounter",,S33.101A,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S33111A,"Dislocation of L1/L2 lumbar vertebra, initial encounter",,S33.111A,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S33131A,"Dislocation of L3/L4 lumbar vertebra, initial encounter",,S33.131A,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S33141A,"Dislocation of L4/L5 lumbar vertebra, initial encounter",,S33.141A,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S332XXA,"Dislocation of sacroiliac and sacrococcygeal joint, initial encounter",,S33.2XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S3339XA,"Dislocation of other parts of lumbar spine and pelvis, initial encounter",,S33.39XA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S334XXA,"Traumatic rupture of symphysis pubis, initial encounter",,S33.4XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S335XXA,"Sprain of ligaments of lumbar spine, initial encounter",,S33.5XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S336XXA,"Sprain of sacroiliac joint, initial encounter",,S33.6XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S338XXA,"Sprain of other parts of lumbar spine and pelvis, initial encounter",,S33.8XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
10,S339XXA,"Sprain of unspecified parts of lumbar spine and pelvis, initial encounter",,S33.9XXA,S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
9,7837,Adult failure to thrive,783.7,R62.7,R62,Lack of expected normal physiological development in childhood and adults
10,R627,Adult failure to thrive,,R62.7,R62,Lack of expected normal physiological development in childhood and adults
9,78340,"Lack of normal physiological development, unspecified",783.40,R62.50,R62,Lack of expected normal physiological development in childhood and adults
9,78341,Failure to thrive,783.41,R62.51,R62,Lack of expected normal physiological development in childhood and adults
9,78343,Short stature,783.43,R62.52,R62,Lack of expected normal physiological development in childhood and adults
10,R6250,Unspecified lack of expected normal physiological development in childhood,,R62.50,R62,Lack of expected normal physiological development in childhood and adults
10,R6251,Failure to thrive (child),,R62.51,R62,Lack of expected normal physiological development in childhood and adults
10,R6259,Other lack of expected normal physiological development in childhood,,R62.59,R62,Lack of expected normal physiological development in childhood and adults
9,2733,Macroglobulinemia,273.3,C88.0,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
10,C880,Waldenstrom macroglobulinemia,,C88.0,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
10,C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],,C88.4,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
9,20380,"Other immunoproliferative neoplasms, without mention of having achieved remission",203.80,C88.8,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
9,20382,"Other immunoproliferative neoplasms, in relapse",203.82,C88.8,C88,Malignant immunoproliferative diseases and certain other B-cell lymphomas
9,V240,Motorcycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident,,V24.0,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
9,V241,Motorcycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident,,V24.1,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
9,V242,Unspecified motorcycle rider injured in collision with heavy transport vehicle or bus in nontraffic accident,,V24.2,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
10,V244XXA,"Motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",,V24.4XXA,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
10,V244XXS,"Motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident, sequela",,V24.4XXS,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
10,V245XXA,"Motorcycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",,V24.5XXA,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus
9,V610,Driver of heavy transport vehicle injured in collision with pedal cycle in nontraffic accident,,V61.0,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9,V613,Unspecified occupant of heavy transport vehicle injured in collision with pedal cycle in nontraffic accident,,V61.3,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9,V615,Driver of heavy transport vehicle injured in collision with pedal cycle in traffic accident,,V61.5,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9,V617,Person on outside of heavy transport vehicle injured in collision with pedal cycle in traffic accident,,V61.7,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9,V619,Unspecified occupant of heavy transport vehicle injured in collision with pedal cycle in traffic accident,,V61.9,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
9,6861,Pyogenic granuloma of skin and subcutaneous tissue,686.1,L98.0,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,6984,Dermatitis factitia [artefacta],698.4,L98.1,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,7028,Other specified dermatoses,702.8,L98.8,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,7078,Chronic ulcer of other specified sites,707.8,L98.419,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,7079,Chronic ulcer of unspecified site,707.9,L98.499,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,7099,Unspecified disorder of skin and subcutaneous tissue,709.9,L98.9,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L980,Pyogenic granuloma,,L98.0,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L981,Factitial dermatitis,,L98.1,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L982,Febrile neutrophilic dermatosis [Sweet],,L98.2,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L983,Eosinophilic cellulitis [Wells],,L98.3,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L985,Mucinosis of the skin,,L98.5,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L987,Excessive and redundant skin and subcutaneous tissue,,L98.7,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L988,Other specified disorders of the skin and subcutaneous tissue,,L98.8,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L989,"Disorder of the skin and subcutaneous tissue, unspecified",,L98.9,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98411,Non-pressure chronic ulcer of buttock limited to breakdown of skin,,L98.411,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98418,Non-pressure chronic ulcer of buttock with other specified severity,,L98.418,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98419,Non-pressure chronic ulcer of buttock with unspecified severity,,L98.419,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98421,Non-pressure chronic ulcer of back limited to breakdown of skin,,L98.421,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98428,Non-pressure chronic ulcer of back with other specified severity,,L98.428,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98429,Non-pressure chronic ulcer of back with unspecified severity,,L98.429,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,,L98.491,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98494,Non-pressure chronic ulcer of skin of other sites with necrosis of bone,,L98.494,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98495,Non-pressure chronic ulcer of skin of other sites with muscle involvement without evidence of necrosis,,L98.495,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98498,Non-pressure chronic ulcer of skin of other sites with other specified severity,,L98.498,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
10,L98499,Non-pressure chronic ulcer of skin of other sites with unspecified severity,,L98.499,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
9,7859,Other symptoms involving cardiovascular system,785.9,R09.89,R09,Other symptoms and signs involving the circulatory and respiratory system
9,7864,Abnormal sputum,786.4,R09.3,R09,Other symptoms and signs involving the circulatory and respiratory system
9,7867,Abnormal chest sounds,786.7,R09.89,R09,Other symptoms and signs involving the circulatory and respiratory system
9,7991,Respiratory arrest,799.1,R09.2,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R091,Pleurisy,,R09.1,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R092,Respiratory arrest,,R09.2,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R093,Abnormal sputum,,R09.3,R09,Other symptoms and signs involving the circulatory and respiratory system
9,78491,Postnasal drip,784.91,R09.82,R09,Other symptoms and signs involving the circulatory and respiratory system
9,79901,Asphyxia,799.01,R09.01,R09,Other symptoms and signs involving the circulatory and respiratory system
9,79902,Hypoxemia,799.02,R09.02,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R0901,Asphyxia,,R09.01,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R0902,Hypoxemia,,R09.02,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R0981,Nasal congestion,,R09.81,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R0982,Postnasal drip,,R09.82,R09,Other symptoms and signs involving the circulatory and respiratory system
10,R0989,Other specified symptoms and signs involving the circulatory and respiratory systems,,R09.89,R09,Other symptoms and signs involving the circulatory and respiratory system
9,3100,Frontal lobe syndrome,310.0,F07.0,F07,Personality and behavioral disorders due to known physiological condition
9,3101,Personality change due to conditions classified elsewhere,310.1,F07.0,F07,Personality and behavioral disorders due to known physiological condition
9,3102,Postconcussion syndrome,310.2,F07.81,F07,Personality and behavioral disorders due to known physiological condition
10,F070,Personality change due to known physiological condition,,F07.0,F07,Personality and behavioral disorders due to known physiological condition
10,F0781,Postconcussional syndrome,,F07.81,F07,Personality and behavioral disorders due to known physiological condition
10,F0789,Other personality and behavioral disorders due to known physiological condition,,F07.89,F07,Personality and behavioral disorders due to known physiological condition
9,V872,Person injured in collision between car and pick-up truck or van (traffic),,V87.2,V87,Traffic accident of specified type but victim's mode of transport unknown
9,E8129,Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person,E812.9,V87.7XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
9,E8139,Motor vehicle traffic accident involving collision with other vehicle injuring unspecified person,E813.9,V87.9XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
9,E8179,Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person,E817.9,V87.8XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
9,E8189,Other noncollision motor vehicle traffic accident injuring unspecified person,E818.9,V87.8XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
9,E9290,Late effects of motor vehicle accident,E929.0,V87.0XXS,V87,Traffic accident of specified type but victim's mode of transport unknown
10,V874XXA,"Person injured in collision between car and heavy transport vehicle (traffic), initial encounter",,V87.4XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
10,V877XXA,"Person injured in collision between other specified motor vehicles (traffic), initial encounter",,V87.7XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
10,V878XXA,"Person injured in other specified noncollision transport accidents involving motor vehicle (traffic), initial encounter",,V87.8XXA,V87,Traffic accident of specified type but victim's mode of transport unknown
9,61611,Vaginitis and vulvovaginitis in diseases classified elsewhere,616.11,N77.1,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere
9,9991,"Air embolism as a complication of medical care, not elsewhere classified",999.1,T80.0XXA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,9992,"Other vascular complications of medical care, not elsewhere classified",999.2,T80.1XXA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,9994,Anaphylactic shock due to serum,999.4,T80.5,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,9995,"Other serum reaction, not elsewhere classified",999.5,T80.6,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,9998,Transfusion reaction nec,999.8,T80.92,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99931,Other and unspecified infection due to central venous catheter,999.31,T80.219A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99932,Bloodstream infection due to central venous catheter,999.32,T80.211A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99933,Local infection due to central venous catheter,999.33,T80.212A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99934,"Acute infection following transfusion, infusion, or injection of blood and blood products",999.34,T80.22XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99939,"Infection following other infusion, injection, transfusion, or vaccination",999.39,T80.29XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99941,Anaphylactic reaction due to administration of blood and blood products,999.41,T80.51XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99949,Anaphylactic reaction due to other serum,999.49,T80.59XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99951,Other serum reaction due to administration of blood and blood products,999.51,T80.61XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99952,Other serum reaction due to vaccination,999.52,T80.62XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99959,Other serum reaction,999.59,T80.69XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99969,Other ABO incompatibility reaction,999.69,T80.39XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99971,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed,999.71,T80.419A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99973,Rh incompatibility with delayed hemolytic transfusion reaction,999.73,T80.411A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99978,Non-ABO incompatibility with delayed hemolytic transfusion reaction,999.78,T80.A11A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99981,Extravasation of vesicant chemotherapy,999.81,T80.810A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99982,Extravasation of other vesicant agent,999.82,T80.818A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99984,"Acute hemolytic transfusion reaction, incompatibility unspecified",999.84,T80.910A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99985,"Delayed hemolytic transfusion reaction, incompatibility unspecified",999.85,T80.911A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99988,Other infusion reaction,999.88,T80.89XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
9,99989,Other transfusion reaction,999.89,T80.89XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T800XXA,"Air embolism following infusion, transfusion and therapeutic injection, initial encounter",,T80.0XXA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T801XXA,"Vascular complications following infusion, transfusion and therapeutic injection, initial encounter",,T80.1XXA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T801XXD,"Vascular complications following infusion, transfusion and therapeutic injection, subsequent encounter",,T80.1XXD,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80211A,"Bloodstream infection due to central venous catheter, initial encounter",,T80.211A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80211D,"Bloodstream infection due to central venous catheter, subsequent encounter",,T80.211D,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80212A,"Local infection due to central venous catheter, initial encounter",,T80.212A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80218A,"Other infection due to central venous catheter, initial encounter",,T80.218A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80218D,"Other infection due to central venous catheter, subsequent encounter",,T80.218D,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80219A,"Unspecified infection due to central venous catheter, initial encounter",,T80.219A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T8029XA,"Infection following other infusion, transfusion and therapeutic injection, initial encounter",,T80.29XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T80310A,"ABO incompatibility with acute hemolytic transfusion reaction, initial encounter",,T80.310A,T80,ABO incompatibility reaction due to transfusion of blood or blood products
10,T8040XA,"Rh incompatibility reaction due to transfusion of blood or blood products, unspecified, initial encounter",,T80.40XA,T80,ABO incompatibility reaction due to transfusion of blood or blood products
